0.802714302757,1.00822793576,0.805159310053,0.80986148872
1.0014757437,1.00063960846,1.00566974632,1.00608980197
1.1857664243,1.00891263776,1.00588232489,1.18341499158
1.38009232784,1.18056780934,1.00668428804,20.0188085706
20.3218853593,1.1849442127,1.00746726935,20.6563037057
20.9889644869,20.4741431156,1.00939159603,20.7263216643
20.4640953871,20.4433371256,1.1867507762,200.046303194
20.6286715243,20.5172443524,1.1861615138,207.131961049
20.0686131807,20.722261613,1.18988652399,207.750886196
20.4871265195,20.709846462,1.18398481121,206.694983293
20.3790385996,20.4864681812,20.0170365061,207.819992192
20.0991924956,20.4818182402,20.3282833257,205.597395927
20.7694780928,20.0139839886,20.9794136042,205.000103604
20.6435257821,20.1304664103,20.1032670975,205.858297393
20.42966087,20.8177034413,20.4388679267,205.183287954
20.3338811196,20.4730263528,20.8228203132,203.670192875
20.3993890977,20.9384166017,20.2214309904,202.607795707
20.2004069577,20.5223137361,20.2753480979,201.153994359
20.3865835817,20.6956468247,20.1585474787,204.941535123
20.628430799,20.879056833,20.8704262139,201.239866534
20.3536840681,20.2893799423,20.8799193384,201.769324975
20.5854076441,20.3539170156,20.2602755066,209.678170943
20.5621334681,20.1248749007,20.7655593085,204.042284547
20.2319822546,20.1482460469,20.920450134,209.528981137
20.8372873712,20.3449796178,20.0738173129,201.024359929
20.2625367786,20.5703597771,20.339922579,204.117200419
20.8418304648,20.5656475903,20.6352000437,209.383984742
20.3352463182,20.5634211504,20.5125741821,205.22105292
20.3285871248,20.910797079,20.9371554938,209.251914951
20.4130138094,20.482340238,20.6106162853,208.849332291
20.1735144311,20.9412807786,20.4621148206,209.586977971
20.8857747697,20.9098486847,20.108510421,201.293756349
20.5722159354,20.2900570603,20.7427848399,206.096763942
20.0341159792,20.7023394131,20.9659213313,209.168685697
20.5387548518,20.8384925681,20.9834858822,202.914500457
20.5847925604,20.2393216058,20.6871433893,207.647967228
20.5886951207,20.6767898421,20.912297552,201.623003284
20.5267384716,20.8089315702,20.4537499364,203.696325472
20.4094655574,20.7038870097,20.1160594302,201.629075588
20.2004706924,20.394417652,20.2912995395,201.511855152
20.9259139357,20.0872611118,20.2116849881,204.731131978
20.6498944701,20.9024087799,20.3754038448,207.779212163
20.1951279121,20.0464693694,20.6307739383,204.89485876
20.8419002727,20.9985186267,20.1430774708,200.976934127
20.2803260507,20.1875632259,20.7541802353,207.434158397
